0,0,0
0,1,240000
0,2,480000
0,3,720000
0,4,960000
0,5,1200000
0,6,1440000
0,7,1680000
0,8,1920000
0,9,2160000
0,10,2400000
0,11,2640000
0,12,2880000
0,13,3120000
0,14,3360000
0,15,3600000
0,16,3840000
0,17,4080000
0,18,4320000
0,19,4560000
0,20,4800000
0,21,5040000
0,22,5280000
0,23,5520000
0,24,5760000
0,25,6000000
0,26,6240000
0,27,6480000
0,28,6720000
0,29,6960000
0,30,7200000
0,31,7440000
0,32,7680000
0,33,7920000
0,34,8160000
0,35,8400000
0,36,8640000
0,37,8880000
0,38,9120000
0,39,9360000
0,40,9600000
0,41,9840000
0,42,10080000
0,43,10320000
0,44,10560000
0,45,10800000
0,46,11040000
0,47,11280000
0,48,11520000
0,49,11760000
0,50,12000000
0,51,12240000
0,52,12480000
0,53,12720000
0,54,12960000
0,55,13200000
0,56,13440000
0,57,13680000
0,58,13920000
0,59,14160000
0,60,14400000
0,61,14640000
0,62,14880000
0,63,15120000
0,64,15360000
0,65,15600000
0,66,15840000
0,67,16080000
0,68,16320000
0,69,16560000
0,70,16800000
0,71,17040000
0,72,17280000
0,73,17520000
0,74,17760000
0,75,18000000
0,76,18240000
0,77,18480000
0,78,18720000
0,79,18960000
0,80,19200000
0,81,19440000
0,82,19680000
0,83,19920000
0,84,20160000
0,85,20400000
0,86,20640000
0,87,20880000
0,88,21120000
0,89,21360000
0,90,21600000
0,91,21840000
0,92,22080000
0,93,22320000
0,94,22560000
0,95,22800000
0,96,23040000
0,97,23280000
0,98,23520000
0,99,23760000
0,100,24000000
0,101,24240000
0,102,24480000
0,103,24720000
0,104,24960000
0,105,25200000
0,106,25440000
0,107,25680000
0,108,25920000
0,109,26160000
0,110,26400000
0,111,26640000
0,112,26880000
0,113,27120000
0,114,27360000
0,115,27600000
0,116,27840000
0,117,28080000
0,118,28320000
0,119,28560000
0,120,28800000
0,121,29040000
0,122,29280000
0,123,29520000
0,124,29760000
0,125,30000000
0,126,30240000
0,127,30480000
0,128,30720000
0,129,30960000
0,130,31200000
0,131,31440000
0,132,31680000
0,133,31920000
0,134,32160000
0,135,32400000
0,136,32640000
0,137,32880000
0,138,33120000
0,139,33360000
0,140,33600000
0,141,33840000
0,142,34080000
0,143,34320000
0,144,34560000
0,145,34800000
0,146,35040000
0,147,35280000
0,148,35520000
0,149,35760000
0,150,36000000
0,151,36240000
0,152,36480000
0,153,36720000
0,154,36960000
0,155,37200000
0,156,37440000
0,157,37680000
0,158,37920000
0,159,38160000
0,160,38400000
0,161,38640000
0,162,38880000
0,163,39120000
0,164,39360000
