0,1156,1232,50,0,15000000000,,
1,1156,1232,200,15000000000,15000000000,,
2,1156,1232,80,30000000000,20000000000,,
3,1156,1232,250,50000000000,10000000000,,
4,1156,1232,120,60000000000,40000000000,,
5,1156,1232,300,100000000000,20000000000,,
6,1156,1232,60,120000000000,40000000000,,
7,1156,1232,220,160000000000,40000000000,,
